item_code,cluster_l1,cluster_l2,cluster_combined,description
4800204008620,3,0,3,BETADINE FEM WASH 50ML
4800204031048,6,0,6,C-LIUM FIBRE CAP
4800204031239,6,0,6,C-LIUM FIBER FIBRE SACHET
4800216120013,0,0,0,CLOVER CHIPS CHEESE 24G
4800292139060,9,0,9,TWYNSTA (TELMISARTAN+AMLODIPINE) 80MG/5MG TAB
4800301902692,1,0,1,DIACEL (DICYCLOVERINE) 10MG/5ML 60ML SYR
4800307835352,6,0,6,ARBLOC 100MG FCT
4800318000176,2,0,2,CALPOL DROPS 0-2 YRS OLD 10ML
4800318000190,5,0,5,CALPOL 2-6 YRS 120MG/5ML SUSP 60ML
4800318001517,2,0,2,ADVIL (IBUPROFEN) 100MG/5ML 60ML SYRUP
4800318001876,3,0,3,ROBIKIDS 250MG/5ML 60ML SUSP
4800318002064,2,0,2,CALPOL (PARACETAMOL) 0-2 15ML
4800318002422,4,0,4,CALTRATE SILVER ADVANCE (CHOLECALCIFEROL + MINERALS
4800318407920,3,0,3,SENSODYNE GUM CARE 100G
4800318570082,5,0,5,SCOTT&#039;S CHEWY VIT-C MIXED BERRIES 15s
4800326628188,2,0,2,BIGEN BLACK
4800326628584,5,0,5,BIGEN BROWN BLACK
4800326628782,5,0,5,BIGEN DARK BROWN
4800326628980,7,0,7,BIGEN CHESTNUT BROWN
4800339951044,3,0,3,DYNATUSSIN SYR 60ML
4800360107823,3,0,3,SALINASE .65% NASAL DROP 60ML
48003603022041,2,0,2,SALINASE DRP 30ML
4800360831568,3,0,3,XYLOGEL ORAL GEL 25G
4800361028646,0,0,0,MILO CEREAL WHEAT BALLS 20G
4800361331500,0,0,0,BEAR BRAND STERILIZED MILK 200ML
4800361361811,0,0,0,BEAR BRAND STERMILK W/ GINSENG 200ML
4800361361835,7,0,7,BEAR BRAND STERMILK W/ GINKGO
4800361362139,1,0,1,MILO 180ML
4800361388313,0,0,0,NESTLE CHUCKIE 180ML
4800361395687,0,0,0,CHUCKIE 110ML
4800361396677,0,0,0,BEAR BRAND ADULT PLUS 33G
4800361409117,0,0,0,BEAR BRAND CHOCO MILK 29G
4800361410892,2,0,2,BEAR BRAND FORTIFIED 300G
4800361412063,7,0,7,BEAR BRAND FORTI 180ML
4800361413992,0,0,0,NESCAFE CREAMY LATTE TWIN PACK 51G
4800361415293,0,0,0,MILO 48G TWIN PACK (8s
4800361415347,0,0,0,NESCAFE ORIGINAL TWINPACK
4800361416726,0,0,0,NESCAFE CREAMY WHITE TWIN PACK
4800361425360,7,0,7,NESTLE CHUCKIE 250ML
4800363013121,6,0,6,REGERON-E PLUS (MULTIVITAMINS+IRON) CAP
4800365701101,1,0,1,SUPER CRUNCH SPECIAL CHIP-CHARAP SUKA&#039;T SILI 32G
4800417001081,2,0,2,BENCH ALCOGEL CLASSIC HAND SANITIZER 100G
4800417001203,9,0,9,BABY BENCH COLONIA LEMON DROP 50ML
4800417002736,9,0,9,BABY BENCH COLONIA COTTON CANDY 50ML
4800417002767,7,0,7,BABY BENCH COLONIA COTTON CANDY 100ML
4800417003665,2,0,2,BENCH BRATSPLASH GREEN APPLE 50ML
4800417003726,3,0,3,BENCH BRATSPLASH GREEN APPLE 100ML
4800417005201,5,0,5,BENCH B20 BODY SPRAY 75ML
4800417005218,5,0,5,BENCH EIGHT BODY SPRAY 75ML
4800417005225,5,0,5,BENCH ATLANTIS 75ML BODY SPRAY
4800417005232,2,0,2,BENCH B20 BODY SPRAY 100ML
4800417005249,3,0,3,BENCH EIGHT BODY SPRAY 100ML
4800417008288,3,0,3,HERBENCH BARE ME NOT DEO BODY SPRAY 100ML
4800417008295,3,0,3,BENCH SO IN LOVE DEO BODY SPRAY 100ML
4800417059402,9,0,9,BENCH DAILY SCENT HAPPY HOUR 25ML
4800417059419,9,0,9,BENCH DAILY SCENT HAPPY HOUR 50ML
4800417059471,9,0,9,BENCH DAILY SCENT(HAPPY HOUR) 75ML
4800417059617,9,0,9,BENCH DAILY SCENT LAZY AFTERNOON 25ML
4800417060590,5,0,5,BENCH SO IN LOVE DEO BODY SPRAY 50ML
4800417061924,5,0,5,BENCH DAILY SPELL CLEAN FUN 70ML
4800417061955,2,0,2,BENCH MORNING RUSH BODY MIST 70ML
4800417064895,9,0,9,BENCH DAILY SCENT EYE CANDY 25ML
4800417064901,9,0,9,BENCH DAILY SCENT (EYE CANDY) 50ML
4800417064918,9,0,9,BENCH DAILY SCENT (EYE CANDY) 75ML
4800417065038,9,0,9,BENCH DAILY SCENT SUNDAY MORNING OIL CONTROL POWDER 50G
4800417072166,9,0,9,BENCH DAILY SPELL MAGIC POWDER NATURAL 50G
4800417072173,0,0,0,BENCH DAILY SPELL MAGIC POWDER PINK 50G
4800417072180,2,0,2,BENCH DAILY SPELL MAGIC POWDER WHITE 50G
4800428888817,6,0,6,BIGUERLAI (SENNA GLYCOSIDE) SLIMMING TEA
4800488070443,9,0,9,EQ COLOR S 4&#039;S
4800488070450,9,0,9,EQ COLOR M 4&#039;S
4800488070467,5,0,5,EQ COLOR L 4&#039;S
4800488070474,7,0,7,EQ COLOR XL 4&#039;S
4800488100188,5,0,5,CHARMEE COTTONY W/WINGS 12&#039;S
4800488129820,5,0,5,CARESS MATERNITY PADS 7+1
4800488958772,4,0,4,EQ DRY S 4&#039;S
4800488958789,5,0,5,EQ DRY M 4&#039;S
4800488958802,5,0,5,EQ DRY XL 4s
4800488958826,7,0,7,EQ DRY NB 4&#039;S
4800488960287,2,0,2,EQ PANTS M 10&#039;S
4800488961451,5,0,5,EQ PANTS M 4&#039;S
4800488961468,5,0,5,EQ PANTS L 4&#039;S
4800488961932,5,0,5,EQ PANTS XL 4&#039;S
4800523220284,9,0,9,MOBY CHOCOLATE SMALL
4800523220482,1,0,1,MOBY CHOCOLATE 60G
4800523220802,9,0,9,MOBY CARAMEL SMALL
4800523441832,1,0,1,TOMI SUPER SWEET CORN 25G
4800523441955,9,0,9,LOADED CHOCO 35G
4800523443249,1,0,1,LOADED CHEESE FILLED 32G
4800523443416,1,0,1,LOADED WHITE CHOCO SMALL
4800611223579,9,0,9,COBRA SMART ENERGY DRINK 350ML
4800611546760,9,0,9,COBRA ENERGY DRINK 350ML
4800631000419,1,0,1,BOY BAWANG CRACKER NUTS 85G
4800631000488,2,0,2,BOY BAWANG MIX NUT 85G
4800631001867,0,0,0,BOY BAWANG SNACK MIX 85G
4800631001928,5,0,5,BAWANG ASSTD NUTS 85G
4800888140838,2,0,2,SUNSILK DAMAGE RECONSTRUCTION 180ML
4800888141101,3,0,3,AXE DEO SPRAY DARK TEMPTATION 50ML
4800888141194,8,0,8,CLEAR SHAMPOO COMPLETE SOFT CARE 12ML
4800888142672,3,0,3,REXONA DEO ROLL ON PASSION 25ML
4800888143365,5,0,5,REXONA MEN ROLL ON ICE COOL 25ML
4800888143389,3,0,3,REXONA MEN ICE COOL 45ml
4800888143402,3,0,3,REXONA MEN ROLL ON QUANTUM DRY 50ML
4800888143631,8,0,8,PONDS CLAY-BHA FACIAL SCRUB 10G
4800888144256,5,0,5,REXONA MEN ROLL ON QUANTUM DRY 25ML
4800888147240,0,0,0,CLOSEUP TWIN PACK MENTHOL FRESH 10G
4800888147288,8,0,8,CLOSEUP TWIN PACK RED HOT 10G
4800888150202,4,0,4,POND&#039;S WB SUPER CREAM 7G
4800888150608,8,0,8,REXONA SHOWER CLEAN 3ML
4800888150622,5,0,5,REXONA ROLL ON SHOWER CLEAN 25ML
4800888151100,0,0,0,REXONA DEO LOTION PASSION 3ML
4800888151117,9,0,9,REXONA MEN QUANTUM DRY DEO LOTION 48H 3ML 12s
4800888151704,8,0,8,CLEAR SHAMPOO COOL SPORT MENTHOL 12ML
4800888152725,4,0,4,POND&#039;S WB OS SUPER CREAM DETOX 7G
4800888154354,3,0,3,DOVE STRAIGHT & SILKY 170ML
4800888154873,2,0,2,REXONA MEN ROLL ON SPORT DEFENSE 25ML
4800888158888,4,0,4,REXONA POWDER DRY BRIGHTENING DEO-LOTION 3ML
4800888158925,2,0,2,REXONA ROLL ON POWDER DRY BRIGHTENING 25ML
4800888158994,5,0,5,AXE ROLL-ON DARK TEMPTATION 25ML
4800888160027,0,0,0,REXONA MEN ICE COOL ANTI STAIN DEO LOTION 48H 3ML SACH
4800888169709,8,0,8,SUNSILK STRONG AND LONG 15ML
4800888169716,8,0,8,SUNSILK SMOOTH AND MANAGEABLE 15ML
4800888176875,9,0,9,MASTER ACTIVE WHITENING W/ PAPAYA EXTRACT SCH 5G
4800888178503,3,0,3,"""AXE ROLL-ON """"APOLLO"""" 40ML"""
4800888178510,2,0,2,AXE ROLL-ON APOLLO 25ML
4800888179593,8,0,8,DOVE BIOTIN HAIR FALL RESCUE 12ML
4800888187918,3,0,3,REXONA ROLL ON INVISIBLE DRY 45ML
4800888192882,9,0,9,PONDS MEN FACIAL WASH ENERGY CHARGE 10G
4800888193551,9,0,9,REXONA MEN ROLL ON INVISIBLE DRY 25ML
4800888199119,9,0,9,SURF BAR PURPLE BOOM 120G
4800888214133,8,0,8,SUNSILK SAKURA AND RASPBERRY 15ML
4800888240064,8,0,8,CREAM SILK KERATIN DAMAGE REP. 18ML
4800888282965,8,0,8,SUNSILK ANTI-DANDRUFF HEALTHY STRONG 15ML
4800888283122,0,0,0,CREAMSILK HAIRFALL DEFENSE 22ML
4800888283139,8,0,8,CREAMSILK STANDOUT STRAIGHT 22ML
4800888284334,8,0,8,BREEZE POWDER ACTIVE BLEACH 90G
4801010104100,5,0,5,JOHNSONS MILK+RICE BABY POWDER 50G
4801010104209,2,0,2,JOHNSONS MILK+RICE BABY POWDER 100G
4801010105206,5,0,5,JOHNSONS PINK BLOSSOMS BABY POWDER 100G
4801010107101,2,0,2,JOHNSONS COOLING BABY POWDER 50G
4801010107309,3,0,3,JOHNSONS COOLING BABY POWDER 200G
4801010120117,0,0,0,JOHNSONS BEDTIME BABY POWDER 25G
4801010120124,9,0,9,JOHNSONS BABY COLOGNE SLIDE 50ML
4801010120223,2,0,2,JOHNSONS BABY COLOGNE SLIDE 125ML
4801010121213,9,0,9,JOHNSONS BABY COLOGNE REG 50ML
4801010121312,2,0,2,JOHNSONS BABY COLOGNE REG 125ML
4801010126218,2,0,2,JOHNSONS BABY COLOGNE MORNING DEW 50ML
4801010327103,2,0,2,MODESS ALL NIGHT W/WINGS 4&#039;S
4801010503323,3,0,3,JOHNSONS BABY OIL LITE 125ML
4801010504207,5,0,5,JOHNSONS BABY OIL ALOE VERA 50ML
4801010560609,2,0,2,JOHNSONS BABY SOAP 150G
4801234130848,1,0,1,OFF SOFT&SCENTED SAC 6ML
4801234135010,8,0,8,OFF LOTION (FAMILY CARE) 6ML
4801234135041,9,0,9,OFF BABY LOTION 6ML
4801981118502,0,0,0,COCA-COLA ORIG TASTE 290ML
4801981127177,0,0,0,COCA-COLA ORIG TASTE 190ML
4801981127184,0,0,0,COKE ZERO 195ML
4802288883049,9,0,9,CARE DISPOSABLE DIAPER L 4s
4802288884046,9,0,9,CARE DISPOSABLE DIAPER XL 4s
48031547,2,0,2,EFFICASCENT OIL REG 25ML
48031837,3,0,3,OFF OVERTIME 50ML
48033121,5,0,5,IPI SALICYLIC ACID 25ML
48034050,9,0,9,ESKINOL FC PIMPLE FIGHT 75ML
48035583,9,0,9,RHEA AROMATIC SPIRIT OF AMMONIA 15ML
48035606,8,0,8,RHEA AP-AP SOULTION 15ML
48037600,5,0,5,RHEA POVIDONE IODINE 10% SOL 30ML
48037921,5,0,5,RHEA POVIDONE IODINE 10% SOL 15ML
48038164,2,0,2,ESKINOL SPOT-LESS GLOW FC CALAMANSI 75ML
48038379,5,0,5,OFF KIDS SAC 6ML
48038614,9,0,9,MASTER OIL CONTROL 70ML
4803925033421,0,0,0,STING STRAWBERRY 320ML
4803925061110,5,0,5,GATORADE GRAPES 500ML
4803925350016,2,0,2,GATORADE TROPICAL FRUITS 350ML
4803925350023,7,0,7,GATORADE GRAPES 350ML
4803925350030,7,0,7,GATORADE ORANGE 350ML
4803925350054,0,0,0,GATORADE BLUE BOLT 350ML
4804888800044,0,0,0,ZESTO MANGO 200ML
