item_code,cluster_l1,cluster_l2,cluster_combined,description
4019338608921,0,0,0_0,VIARTRIL-S (GLUCOSAMINE SULFATE) 1.5G
4019338608969,0,1,0_1,LEGALON TAB 140MG
4029799118167,0,1,0_1,SINUPRET DRAGEES
4029799170127,0,1,0_1,SINUPRET FORTE DRAGEES
40382295926,0,2,0_2,POCARI SWEAT ION DRINK 500ML
40617298136,-1,-1,-1_-1,OXYGEN CONCENTRATOR OWGEL(PARTNERS) 10L
41056073,0,0,0_0,COSMED 1CC SYRINGE
41720005175,0,0,0_0,PLASTIC URINAL
41737620,0,0,0_0,C2 SOLO APPLE 230ML
41875094,0,1,0_1,RESPI-SAPH (BUDESONIDE) 250MCG/ML (500MCG/2ML) AMP
42074398686,0,0,0_0,OXYGEN MASK PEDIA
4260274650509,0,0,0_0,CATAPRES (CLONIDINE HCL) 75MCG TAB
4260274650516,0,0,0_0,CATAPRES (CLONIDINE HCL) 150MCG TAB
42855118,0,1,0_1,SAPHTERIDE-5 (FINASTERIDE) 5MG FC TAB
4300010002,-1,-1,-1_-1,PROHEALTH PULSE OXIMETER
4300010005,-1,-1,-1_-1,WHEELCHAIR BLACK ECONO
43182085938,0,0,0_0,GLOMED LATEX GLOVES MEDIUM
43429479423,0,0,0_0,EFFICASCENT OIL REG 50ML
44039433277,0,0,0_0,NGT FR14
44042546863,0,0,0_0,PARTNERS GAUZE ROLL
45817663,-1,-1,-1_-1,ROSUSAPH-20 (ROSUVASTATIN) 20MG FC TAB
45910009910,0,0,0_0,BREAST PUMP GLASS (HELIO
4634740503,0,0,0_0,NGT F12
46454312761,0,0,0_0,GLOMED LATEX GLOVES SMALL
47068001,0,0,0_0,SAPHTRATE (POTASSIUM CITRATE) 1.080 (10MEQ) TAB
47137530,0,2,0_2,GLOMED STERILE POWDER FREE GLOVES 6.5
4715139640268,-1,-1,-1_-1,ROSSMAX THERMAL PADS HP304A 30X40CM
4717237017812,0,0,0_0,KNEE SUPPORT ES 701 IM M
4717237018727,0,0,0_0,ANKLE SUPPORT MEDIUM ES-901
4717556904328L,0,0,0_0,904 SPLINT WRIST BRACE M LEFT
4719863699287,0,0,0_0,COMPRESSION STOCKING MIDTHIGH M
4719863699288,-1,-1,-1_-1,COMPRESSION STOCKING MIDTHIGH L
4800003439540,0,0,0_0,ESKINOL CLASSIC GLOW 75ML
4800003439571,0,0,0_0,ESKINOL CLASSIC GLOW WITH GRAINS 75ML
4800003492576,0,0,0_0,DR. KAUFMANN IR SULFUR WHITE 80G
4800010064360,0,0,0_0,HELLO VANILLA
4800010064384,0,2,0_2,HELLO CHOCOLATE
4800010075243,0,0,0_0,CREAM-O CHOCO COOKIES
4800010075526,0,0,0_0,CREAM-O VANILLA
4800010961447,0,0,0_0,CLOUD 9 CLASSIC 12&#039;S
4800011000022,0,0,0_0,MAMA&#039;S LOVE COTTON BUDS 100 TIPS
4800011000039,0,2,0_2,MAMA&#039;S LOVE COTTON BUDS 200 TIPS
4800011000053,0,0,0_0,MAMA&#039;S LOVE COTTON BUDS 400 TIPS
4800011010007,0,0,0_0,MAMA&#039;S LOVE COTTON BUDS 200s CAN
4800011101033,0,0,0_0,ACEITE DE ALCAMFORADO (IPI) 50ML
4800011110004,0,0,0_0,BIODERM OINTMENT 5G
4800011110011,0,0,0_0,BIODERM OINTMENT 15G TUBE
4800011110028,0,0,0_0,BIODERM OINTMENT 5G TUBE
4800011111162,0,0,0_0,BIODERM SOAP TIMELESS BEIGE 135G
4800011113968,0,0,0_0,BIODERM SOAP COOLNESS BLUE 135G
4800011115269,0,0,0_0,BIODERM SOAP PRISTINE GRAY 135G
4800011120614,0,0,0_0,CASINO ALC ACTIVE150ML
4800011120621,0,0,0_0,CASINO ALC ACTIVE 250ML
4800011121512,0,0,0_0,CASINO 150ML
4800011121529,0,0,0_0,CASINO 250ML
4800011121536,0,0,0_0,CASINO 500ML
4800011121543,0,0,0_0,CASINO FEMME 150ML
4800011121550,0,0,0_0,CASINO FEMME 250ML
4800011121567,0,2,0_2,CASINO FEMME 500ML
4800011122205,0,2,0_2,CASINO ALC FEMME W/DUAL MOIST 60ML
4800011122212,0,0,0_0,CASINO ALC FEMME W/DUAL MOIST 150ML
4800011122229,0,0,0_0,CASINO ALC FEMME W/DUAL MOIST 250ML
4800011122236,0,0,0_0,CASINO ALC FEMME W/DUAL MOIST 500ML
4800011132921,0,2,0_2,EFFICASCENT OIL EXTREME 25ML
4800011132938,0,2,0_2,EFFICASCENT OIL EXTREME 50ML
4800011132945,0,0,0_0,EFFICASCENT OIL EXTREME 100ML
4800011133126,0,2,0_2,EFFICASCENT OINTMENT (TIN CAN) 10G
4800011133331,0,0,0_0,EFFICASCENT OIL REG 50ML
4800011133348,0,0,0_0,EFFICASCENT OIL REG 100ML
4800011133430,0,0,0_0,EFFICASCENT OIL EXTRA STRENGTH 50ML
4800011133447,0,0,0_0,EFFICASCENT OIL EXTRA STRENGTH 100ML
4800011139401,0,2,0_2,EFFICASCENT RELAXSCENT OIL 3ML
4800011139418,0,2,0_2,EFFICASCENT RELAXSCENT OIL 6ML
4800011145303,0,0,0_0,OMEGA ADVANCE SPRAY 50ML
4800011147734,0,0,0_0,HYDROGEN PEROXIDE VOL 10 3% 50ML
4800011147741,0,0,0_0,IPI HYDROGEN PEROXIDE VOL 10 3% 120ML
4800011155630,0,0,0_0,ML ABS COTTON BALLS 50&#039;S
4800011159034,0,0,0_0,IPI (ACEITE DE MANZANILLA) 50ML
4800011159041,0,0,0_0,IPI (ACEITE DE MANZANILLA) 100ML
4800011171531,0,0,0_0,IPI SALICYLIC ACID 50ML
4800011178745,0,0,0_0,DR. S WONG&#039;S SULFUR W/ ALOE VERA SOAP 80G
4800011178769,0,0,0_0,DR. S WONG&#039;S SULFUR W/ ALOE VERA SOAP 135G
4800011179049,0,0,0_0,DR. S WONG&#039;S SULFUR SOAP 80G
4800011179063,0,0,0_0,DR. S WONG&#039;S SULFUR SOAP 135G
4800011187037,0,0,0_0,IPI METHYL SALICYTATE WINTERGREEN 50ML
4800011501086,0,0,0_0,ML ABS COTTON BALLS 100&#039;S
4800011586144,0,2,0_2,MAMA
4800011586151,0,0,0_0,MAMA&#039;S LOVE ABSORBENT COTTON 40G
4800011718545,0,0,0_0,CASINO FEMME 60ML
4800011736013,0,0,0_0,OMEGA PAIN KILLER 15ML
4800011736020,0,0,0_0,OMEGA PAIN KILLER 30ML
4800011736037,0,0,0_0,OMEGA PAIN KILLER 60ML
4800011736044,0,0,0_0,OMEGA PAIN KILLER 120ML
4800012043721,0,0,0_0,PRED FORTE 10MG/ML 5ML OPTH SUSP
4800012130254,0,0,0_0,FAKTU (POLICRESEN + CINCHOCAINE HCL) SUPP
4800012130308,0,0,0_0,FAKTU (POLICRESEN + CINCHOCAINE HCL) OINT 20G
4800012341094,0,0,0_0,KAMILLOSAN NM SPRAY 370.5MG 15ML
4800016022180,0,0,0_0,GREAT TASTE WHITE CREMA TWINPACK
4800016022258,0,0,0_0,GREAT TASTE CHOCO TWINPACK
4800016022265,0,0,0_0,GREAT TASTE 3N1 WHITE TWIN PACK
4800016024467,0,0,0_0,GREAT TASTE CREAM-O COFFEE TWIN PACK
4800016025716,0,0,0_0,C2 MILK TEA CARAMEL 270ML
4800016052040,0,0,0_0,C2 GREEN TEA APPLE 355ML
4800016052057,0,0,0_0,C2 GREEN TEA LEMON 355ML
4800016052774,0,0,0_0,C2 APPLE 1000ML
4800016065859,0,0,0_0,HELLO STRAWBERRY
4800016068010,0,0,0_0,C2 SOLO APPLE 230ML
4800016068195,0,0,0_0,C2 SOLO LEMON 230ML
4800016073953,0,0,0_0,VITASOY ORIGINAL 300ML
4800016073960,0,0,0_0,VITASOY CHOCOLATE 300ML
4800016074097,0,0,0_0,C2 SOLO MELON 230ML
4800016074769,0,0,0_0,C2 MILK TEA CHOCOLATE 270ML
4800016074776,0,0,0_0,C2 MILK TEA WINTERMELON 270ML
4800016074882,0,0,0_0,GREAT TASTE VANILLA 300ML
4800016074899,0,0,0_0,GREAT TASTE MOCHA 300ML
4800016083457,0,0,0_0,MAGIC JUNIOR STRAWBERRY 16G
4800016087530,0,0,0_0,MAGIC CREAMS (CHEESE CREAM) 280G
4800016087554,0,0,0_0,MAGIC CREAM CHOCOLATE 28G
4800016087592,0,0,0_0,MAGIC CREAM BUTTER 28G
4800016091117,0,0,0_0,SWISS MISS DARK CHOCOLATE 31G
4800016091179,0,0,0_0,SWISS MISS CHOCOLATE HAZEL NUT 26G
4800016091209,0,0,0_0,SWISS MISS MILK CHOCOLATE 26G
4800016105098,0,0,0_0,CHIZ CURLS 55G
4800016105746,0,0,0_0,CHIZ CURLS 18G
4800016106132,0,0,0_0,VCUT SPICY BBQ 155G
4800016110535,0,0,0_0,MANG JUAN SUKANG PAOMBONG 26G
4800016110542,0,0,0_0,MANG JUAN SUKA&#039;T SILI 26G
4800016112140,0,0,0_0,QUAKE OVERLOAD MOCHA BUTTER 30G
4800016112430,0,0,0_0,QUAKE OVERLOAD BLACK FOREST 30G
4800016112478,0,0,0_0,QUAKE OVERLOAD MALLOW VANILLA 28G
4800016114274,0,0,0_0,DEWBERRY BLUEBERRY CHEESECAKE 33G
4800016115011,0,0,0_0,MANG JUAN (CHIKEN SKIN FLAVOR) 17G
4800016115110,0,0,0_0,MANG JUAN (CHIKEN SKIN AND SUKA FLAVOR) 17G
4800016115257,0,0,0_0,MANG JUAN CHICKEN SKIN 70G
4800016115431,0,0,0_0,MANG JUAN KLASIC CHICHARON 26G
4800016115707,0,0,0_0,KRUNCH CHEESE 24G
4800016138546,0,0,0_0,TORTILLOS CHEESE FLAVOR 100G
4800016552106,0,0,0_0,NISSIN CUP MINI BEEF
4800016552113,0,0,0_0,NISSIN CUP MINI SEAFOODS
4800016552120,0,0,0_0,NISSIN CUP MINI CHICKEN
4800016552137,0,0,0_0,NISSIN CUP BATCHOY 40G
4800016552274,0,0,0_0,NISSIN BULALO
4800016552298,0,0,0_0,YAKISOBA SAVORY BEEF 52G
4800016552304,0,0,0_0,NISSIN YAKI SOBA SPICY CHICKEN 52G
4800016557217,0,0,0_0,NISSIN SOTANGHON CHICKEN 40G
4800016561184,0,0,0_0,NISSIN CUP MINI CREAMY SEAFOODS
4800016561443,0,0,0_0,NISSIN HOT CREAMY SEAFOODS 40G
4800016561498,0,0,0_0,NISSIN CUP CHS SF 50G
4800016561863,0,0,0_0,NISSIN SPC PORK TONKO
4800016601583,0,0,0_0,CHIPPY GARLIC & VINEGAR SMALL
4800016604225,0,0,0_0,NOVA BBQ 40G
4800016622533,0,0,0_0,VCUT SPICY BBQ 25G
4800016622571,0,0,0_0,PIC-A ULT CHEDDAR SNACK 180G
4800016622588,0,0,0_0,PIC-A BBQ OVERLOAD 180G
4800016627262,0,0,0_0,CHOCO KNOTS 28G
4800016627279,0,0,0_0,BERRY KNOTS STRAWBERRY 25G
4800016627286,0,0,0_0,MILKY KNOTS MILK CHOCOLATE 25G
4800016628283,0,0,0_0,PRETZELS MILK CHOCOLATE 28G
4800016629686,0,0,0_0,POTATO CHIPS CLASSIC 130G
4800016633621,0,0,0_0,PIATTOS PIZZA 40G
4800016633782,0,0,0_0,PIATTOS ROADHOUSE BBQ 40G
4800016635052,0,0,0_0,CHIPPY MILD & TASTY SMALL
4800016635243,0,0,0_0,PIC-A CHEDAR SNK 90G
4800016635250,0,0,0_0,PIC-A BBQ OVERLOAD 90G
4800016635281,0,0,0_0,POTATO CHIPS PLAIN 22G
4800016635342,0,0,0_0,POTATO CHIPS SOUR CREAM & ONION 22G
4800016641008,0,0,0_0,CHIPPY CHILI&CHEESE 25G
4800016642029,0,0,0_0,CHIPPY BBQ 25G
4800016644801,0,0,0_0,PIATTOS CHEESE SMALL
4800016652035,0,0,0_0,MR. CHIPS 26G
4800016653094,0,0,0_0,MR. CHIPS 98G
4800016661006,0,0,0_0,ROLLER COASTER CHEESE 24G
4800016663802,0,0,0_0,NOVA CHEDDAR SMALL
4800016665271,0,0,0_0,PIATTOS ROAST BEEF 40G
4800016666247,0,0,0_0,NOVA SWEET CHILI SMALL
4800016666445,0,0,0_0,MR. CHIPS MANAMIS MAIS 45G
4800016666452,0,0,0_0,MR. CHIPS SWEET CORN 110G
4800016671807,0,0,0_0,PIATTOS SOUR CREAM SMALL
4800016677298,0,0,0_0,NOVA NACHO CHEESE SMALL
4800016677335,0,2,0_2,MANG JUAN SPICY FRIED PUSIT 22G
4800016677342,0,0,0_0,MANG JUAN SPICY FRIED PUSIT 80G
4800016680267,0,0,0_0,CALBEE HONEY BUTTER 60G
4800016680540,0,0,0_0,CALBEE HONEY BUTTER 22G
4800016963827,0,2,0_2,CLOUD 9 OVERLOAD 50G 12s
4800016964060,0,0,0_0,CLOUD 9 WHITE 28G/12 PC
4800016964299,0,0,0_0,CLOUD-9 PEANUT 50G
4800016964367,0,2,0_2,CLOUD 9 CHOCO FUDGE 28 12s
4800024581105,0,0,0_0,DEL MONTE PINEAPPLE A-C-E 220ML
4800031205605,0,0,0_0,LAI LAI 25G
4800046000738,0,2,0_2,VIVALYTE E-DRINK APPLE 250ML
4800046000752,0,2,0_2,VIVALYTE E-DRINK ORANGE 250ML
4800046000844,0,2,0_2,VIVALYTE PLUS APPLE 4.8G SACHET
4800046000868,0,1,0_1,VIVALYTE ORANGE 4.8G SACHET
4800046000882,0,1,0_1,VIVALYTE PLUS APPLE SACHET
4800046000899,0,1,0_1,VIVALYTE PLUS ORANGE 4.8G SACHET
4800047820014,0,0,0_0,GREENCROSS 70% 500ML
4800047820021,0,0,0_0,GREENCROSS 70% 250ML
4800047820182,0,2,0_2,GREENCROSS 70% W/ MOIST 500ML
4800047820199,0,2,0_2,GREENCROSS 70% W/ MOIST 250ML
4800047820236,0,0,0_0,GREENCROSS 70% 150ML
4800047820243,0,2,0_2,GREENCROSS 70% SOLUTION W/ MOIST 150ML
4800047820250,0,2,0_2,GREENCROSS 70% W/ MOIST 60ML
4800047860706,0,0,0_0,GREENCROSS 40% W/ MOIST 500ML
4800064610414,0,2,0_2,TRUST PILLS
4800064610674,0,0,0_0,TRUST CONDOM REGULAR
4800064610704,0,2,0_2,TRUST CONDOM STRAWBERRY
4800064630023,0,2,0_2,LADY PILLS
4800064630047,0,0,0_0,EZ LUBRICATING JELLY 10G
4800064630061,-1,-1,-1_-1,ALTHEA PILLS
4800064630108,0,0,0_0,DAPHNE PILLS
4800064630115,0,0,0_0,EZ LUBRICATING JELLY 10G
4800067049051,0,0,0_0,BBFLO PREEMIE NURSER 2 OZ
4800067051627,0,0,0_0,BBFLO BOTTLE TRANSPA HEXA 8OZ
4800067052167,0,0,0_0,BBFLO SILICON NIPPLE S
4800067052211,0,0,0_0,BBFLO SILICON NIPPLE M
4800067058015,0,0,0_0,BBFLO BREAST PUMP PLASTIC
4800067058060,0,0,0_0,BBFLO BREAST PUMP GLASS
4800067070482,0,0,0_0,BBFLO PETROLEUM JELLY UNSCENTED 25G
4800067070604,0,0,0_0,BBFLO PETROLEUM JELLY SOOTH & RELAX 25G
4800067071939,0,0,0_0,WIPE COTTON BALLS 150S
4800067122068,0,2,0_2,CLEENE CLIO TBRUSH ECONOMY
4800067123133,0,0,0_0,APOLLO LIPBALM PINK 7G
4800067123140,0,0,0_0,APOLLO LIPBALM ORIG 7G
4800067126905,0,0,0_0,CLEENE (ETHYL ALCOHOL) 70% SOLUTION 150ML
4800067132067,0,0,0_0,CLIO DENTAL FLOSS 50M
4800067132548,0,2,0_2,CLEENE CLIO TBRUSH KIDDIE
4800067147085,0,0,0_0,CLIO DENTAL FLOSS 50M (CLEENE
4800067450840,0,0,0_0,RHEA ISOPROPYL ALCOHOL SCENTED AND MOISTURIZER 60ML
4800067453513,0,0,0_0,RHEA HYDROGEN PEROXIDE 10VOL 120ML
4800067507605,0,0,0_0,RHEA GLYCERINE SUPP ADULT
4800067551165,-1,-1,-1_-1,MEDIPLAST BANTAM PLASTIC STRIPS
4800067552179,0,0,0_0,MENTOPAS (MENTHOL METHYL SALISYLATE CHAMPOR) LASTER 1X10
4800067642573,0,0,0_0,APOLLO PETROLEUM JELLY 25G
4800067642580,0,0,0_0,APOLLO PETROLEUM JELLY 100G
4800067642696,0,0,0_0,APOLLO SEBO DE MACHO 25G
4800067644843,0,0,0_0,APOLLO PETROLEUM JELLY 50G
4800092113246,0,0,0_0,REBISCO CREAM
4800092113253,0,0,0_0,REBISCO CHOCO
4800092113260,0,0,0_0,REBISCO STRAWBERRY
4800092113277,0,0,0_0,REBISCO BUTTER
4800092113338,0,0,0_0,REBISCO CRACKER 20s
4800092113352,0,0,0_0,FROOTEES STRAWBERRY
4800092113369,0,0,0_0,FROOTEES GRAPE
4800092113376,0,0,0_0,FROOTEES MANGO JAM
4800092115288,0,0,0_0,REBISCO PASTILLAS
4800092115660,0,0,0_0,REBISCO HONEY BUTTER
4800092118746,0,0,0_0,FROOTEES GREEN APPLE
4800092330131,0,0,0_0,DING DONG MIXED NUTS 30G
4800092331732,0,0,0_0,DING DONG SNACK MIX 30G
4800092332852,0,0,0_0,DING DONG MIXED NUTS REAL GARLIC 30G
4800092550904,0,0,0_0,FUDGEE BAR CHOCOLATE
4800092551284,0,0,0_0,FUDGEE BAR MILK
4800092551369,0,0,0_0,FUDGEE BAR VANILLA
4800092551383,0,0,0_0,FUDGEE BAR MOCHA
4800092551444,0,0,0_0,FUDGEE BAR MACAPUNO
4800092556586,0,0,0_0,CRISS CROSS CREAMY CHEESE 64G
4800092660634,0,2,0_2,CHOCO MUCHO CHOCOLATE 30G 10s
4800092660788,0,2,0_2,CHOCO MUCHO WHITE 30G
4800092660962,0,2,0_2,CHOCO MUCHO DARK CHOCOLATE 30G 10s
4800092773204,0,0,0_0,TOSTAS CHEESE SWEET CORN 48G
480011120614,0,0,0_0,CASINO ALC ACTIVE150ML
480011147741,0,0,0_0,HYDROGEN PEROXIDE VOL 10 3% 120ML
480011501086,0,0,0_0,MAMA&#039;S LOVE ABS COTTON BALL 100&#039;S
480011517018,0,2,0_2,MAMA&#039;S LOVE ABS COTTON 10GM
