medicine,qty,sales,profit,discount,discount_pct,profit_margin,discount_efficiency
CO-ALTRIA PED 5MG/5ML TAB,134.0,2842.8,77.03999999999999,0.64,0.022507948119179586,2.7100042211903754,209.37467285207364
GLIMESAPH (GLIMEPIRIDE) 2MG,125.0,252.88,141.48000000000002,0.6000000000000001,0.2367050654884015,55.94748497310979,208.33298611168976
CALTRATE ADVANCE TAB,124.0,904.8,-113.82,0.6000000000000001,0.06626905235255137,-12.579575596816975,206.66632222279625
SOCORRO (ISOSORBIDE DINITRATE) 5MG TAB,160.0,683.52,382.72,0.8,0.11690437222352118,55.99250936329588,199.99975000031247
GLUMET (METFORMIN HCI) 1G,120.0,1304.88,-153.19,0.6000000000000001,0.045960106627447386,-11.739776837716876,199.9996666672222
DELLA-E (VITAMIN E 400 I.U SOFT GELATIN) CAP 30&#039;S,20.0,172.8,96.0,0.1,0.057836899942163095,55.55555555555555,199.99800001999978
SLEEPWELL CAP,10.0,169.1,14.1,0.05,0.02955956251847473,8.33826138379657,199.9960000799984
EYEBERRY CAP,10.0,161.5,8.5,0.05,0.03095017022593624,5.263157894736842,199.9960000799984
SKELAN 550MG CAP,10.0,189.24,9.84,0.05,0.026414496275556025,5.199746353836398,199.9960000799984
PHILSTAT (SIMVASTATIN) 10MG F.C TAB,79.0,156.63,69.82000000000001,0.4,0.25472839584792717,44.57639021898743,197.49950625123438
ARTHRITE 150MCG 30s CAP,88.0,4089.1,318.3,0.45,0.01100365565893558,7.784108972634566,195.55512098862002
ATORSAPH-20 (ATORVASTATIN) 20MG FC TAB,442.0,1237.95,818.05,2.3000000000000003,0.18544648256399923,66.0810210428531,192.17382948963933
RETAVASC- 5 (AMLODIPINE) 5MG TAB,688.0,909.3299999999999,565.33,3.6,0.39433472445861134,62.169949303333226,191.1110580247061
MULTI VITA (MULTIVITAMINS) CAP,229.0,457.0,337.92,1.2000000000000002,0.2618943692710607,73.94310722100657,190.83317430568806
STIMUNO 250MG CAP,225.0,2451.24,23.189999999999998,1.2000000000000002,0.04893086069383962,0.946051794193959,187.4998437501302
SUPER CEE PLUS (SODIUM ASCORBATE FORTIFIED + ZINC) 500MG CAP,205.0,688.56,285.39,1.1,0.15949888350781546,41.44736842105263,186.36346694230278
CITIFAR (CITICOLINE) 500MG TAB,446.0,21095.6,2519.7,2.4000000000000004,0.011375485828040575,11.944196894139063,185.83325590281
HERACLENE (DIBENCOZIDE) 1MG CAP,110.0,1936.0,99.41,0.6000000000000001,0.030982133636269758,5.134814049586776,183.333027778287
KELTICAN (URIDINE + VIT. B12 + FOLIC ACID) CAP,568.0,14222.1,-562.54,3.1,0.021792312234625875,-3.955393366661744,183.2257473465331
RETASAR (LOSARTAN POTASSIUM) 50MG,2059.0,4119.75,2321.2400000000002,11.24,0.27208974120005136,56.34419564293951,183.18503708318175
FEFOSAPH (DRIED FERROUS SULFATE FOLIC ACID) 300MG/250MCG,509.0,1046.8,786.29,2.8000000000000003,0.2667682926829269,75.11367978601452,181.78564936226806
GAVINDEX FORTE (THIAMINE MONONITRATE VIT B1+PYRIDOXINE HCL VIT B6+CYANOCOBALAMIN VIT B12) CAP,218.0,2834.0,-109.0,1.2000000000000002,0.04232505643340859,-3.8461538461538463,181.66651527790393
FERLUM PLUS (FERROUS SULFATE + FOLIC ACID) 186MG/400MCG CAP,1186.0,2837.72,2051.14,6.54,0.2299367849634,72.28126806027375,181.34553802055993
NORVASC (AMLODIPINE BESYLATE) 5MG TAB,236.0,4323.25,-510.43,1.33,0.030754431644229037,-11.806626958885099,177.44347560640932
DANZEDIN 80000 EC TAB,17.0,565.25,101.67,0.1,0.017688157778367384,17.98673153471915,169.99830001699982
ATORBET (ATORVASTATIN) 20MG TAB,200.0,575.75,305.75,1.2000000000000002,0.20799029378629,53.10464611376465,166.6665277778935
PHAREX VITAMIN (VITAMIN B1+B6+B12) 17+3 TAB NS,133.0,7957.76,-1008.07,0.8,0.010052069721155585,-12.667760776902043,166.24979218775974
CITISAPH-500 (CITICOLINE) 500MG TAB,166.0,4581.6,2755.6,1.0,0.02182167328590756,60.144927536231876,165.999834000166
ROZATIN-20 FC TAB,643.0,5142.1,3309.55,3.9000000000000004,0.07578701904391762,64.36183660372221,164.87175259698648
FREDTOR (ATORVASTATIN) 10MG TAB,214.0,429.0,247.1,1.3,0.3021148036253776,57.5990675990676,164.6152579882631
JARDIANCE (EMPAGLIFLOZIN) 10MG TAB,260.0,11288.75,-1264.05,1.58,0.01399427651804686,-11.197431070756284,164.55685787540642
ALLUPREX (ALLOPURINOL) 300MG TAB,82.0,283.57,159.57,0.5,0.17601295455345514,56.27182000916881,163.99967200065598
RM METOPROLOL 50MG TAB,130.0,312.0,85.8,0.8,0.2557544757033248,27.499999999999996,162.49979687525388
AMBICAL (CALCIUM CARBONATE) 500MG TAB,210.0,196.9,81.4,1.3,0.6559031281533804,41.340782122905026,161.5383372782021
LOSAAR (LOSARTAN) 100MG TAB,391.0,1336.2,612.85,2.44,0.18227454730173906,45.86513994910941,160.2458359648213
HAEMOREX (TRANEXAMIC) 500MG CAP,96.0,844.8,-211.2,0.6000000000000001,0.07097232079489,-25.0,159.99973333377775
ZERRU-B PLUS (VITAMIN B COMPLEX) TAB,80.0,121.92,61.92,0.5,0.40842999509884004,50.78740157480315,159.99968000063998
LEGALON TAB 140MG,40.0,1368.75,20.75,0.25,0.018261504747991236,1.5159817351598173,159.99936000256
C-LIUM FIBRE CAP,24.0,68.4,11.25,0.15000000000000002,0.2188183807439825,16.44736842105263,159.99893334044438
CALCISAPH (CALCIUM CARBONATE) 500MG TAB,936.0,1743.75,1248.57,5.9,0.3372102992026977,71.60258064516128,158.64404090778967
GLYCEMET (METFORMIN HYDROCHLORIDE) 500MG TAB,346.0,290.64,173.12,2.2,0.7512634885944545,59.56509771538674,157.27265578515645
MELMAG 200/100MG TAB,22.0,36.72,23.52,0.14,0.3798155181768856,64.05228758169935,157.14173470189496
LUSTATIN 20 (ROSUVASTATIN CALCIUM) 20MG TAB,683.0,12430.6,478.1,4.4,0.035383996783273024,3.8461538461538463,155.2272374483551
SINECOD FORTE (BUTAMIRATE CITRATE) 50MG TAB,61.0,1129.6,-6.77,0.4,0.035398230088495575,-0.5993271954674221,152.49961875095312
FENOSTAT (ATORVASTIN+FENOFIBRATE) 10MG/160MG TAB,272.0,5736.24,-790.14,1.8,0.031369596586987895,-13.7745282624158,151.11102716054046
INBUMIN 250MG (STRIATIN) FC TAB,376.0,14859.86,1226.83,2.5,0.016821016312348776,8.255999720051198,150.39993984002405
OHHIRA&#039;S RED OMX PROBIOTICS CAP,188.0,8650.77,1063.57,1.25,0.014447493186562212,12.294512511603012,150.39987968009626
MYMET (METFORMIN) 500MG F.C TAB,180.0,279.12,205.92000000000002,1.2000000000000002,0.42808219178082196,73.77472055030096,149.99987500010417
#EXP2027-01-30,150.0,214.8,177.3,1.0,0.46339202965708987,82.54189944134079,149.99985000015002
FIRSTMED ROSUVASTATIN 10MG TAB,120.0,942.72,942.72,0.8,0.08478887569950823,100.0,149.99981250023436
FERROUMAXX OB (FERROUS FUMARATE B-COMPLEX PLUS FOLIC ACID) CAP,90.0,792.0,-63.0,0.6000000000000001,0.07570022710068132,-7.954545454545454,149.99975000041664
GLUMET (METFORMIN HCI) 500MG TAB,60.0,576.0,24.82,0.4,0.06939625260235949,4.309027777777778,149.9996250009375
RM ASCORBIC ACID 500MG TAB,60.0,120.0,15.46,0.4,0.33222591362126247,12.883333333333333,149.9996250009375
ROVISTA 20MG TAB,60.0,1554.0,-82.19999999999999,0.4,0.02573340195573855,-5.289575289575288,149.9996250009375
TRIPLIXAM (PERINDOPRIL ARIGININE+INDAPAMIDE+AMLODIPINE) 5MG/1.25MG/5MG FC TAB,30.0,969.6,-99.0,0.2,0.02062280882656218,-10.21039603960396,149.99925000374998
PROLOL (METOPROLOL TARTRATE) 100MG TAB,30.0,89.04,50.04,0.2,0.22411474675033619,56.19946091644204,149.99925000374998
MELMAG (ALUMINUM MAGNESIUM) 200/100MG TAB,30.0,36.0,22.2,0.2,0.5524861878453038,61.66666666666667,149.99925000374998
Z-FLEXSA (GLUCOSAMINE SULFATE) 1500MG ORAL SOLUTION,30.0,1626.0,-44.63,0.2,0.012298610257040956,-2.7447724477244773,149.99925000374998
CANDEZ 16 MG TAB,30.0,876.0,-108.9,0.2,0.022825838849577722,-12.431506849315069,149.99925000374998
LOSAAR 100MG TAB,30.0,102.0,46.5,0.2,0.19569471624266144,45.588235294117645,149.99925000374998
FEROLITAB (FERROUS SULFATE + FOLIC ACID) 300MG/ 250MCG TAB,30.0,49.2,29.1,0.2,0.4048582995951417,59.14634146341463,149.99925000374998
ROSUFEN (FENOFIBRATE / ROSUVASTATIN) 160MG/20MG TAB,30.0,756.0,-18.0,0.2,0.026448029621793174,-2.380952380952381,149.99925000374998
FORTIS VITAMINS (VITAMIN B-COMPLEX) 100MG/5MG/50MCG TAB,30.0,42.96,20.46,0.2,0.46339202965708987,47.625698324022345,149.99925000374998
FERROUMAX OB (B-COMPLEX + FOLIC ACID,30.0,276.0,-9.0,0.2,0.07241129616220131,-3.260869565217391,149.99925000374998
FUNXION (PREGABALIN) 150MG CAP,30.0,1722.0,-69.74,0.2,0.011613053071652538,-4.049941927990708,149.99925000374998
CALVIT GOLD (CHOLECALCIFEROL + CALCIUM) FC TAB,30.0,270.0,-24.0,0.2,0.07401924500370097,-8.88888888888889,149.99925000374998
ALLUPREX (ALLOPURINOL) 100MG TAB,30.0,108.0,65.4,0.2,0.18484288354898337,60.555555555555564,149.99925000374998
AEROKIDS (MONTELUKAST) 5MG,30.0,654.0,-66.0,0.2,0.03057169061449098,-10.091743119266056,149.99925000374998
ZIMVAST (SIMVASTATIN) 10MG TAB,30.0,90.96,54.96,0.2,0.2193944712593243,60.42216358839051,149.99925000374998
VYCLEX (VITAMIN B1+B6+B12) CAP,30.0,402.0,40.5,0.2,0.049726504226752864,10.074626865671641,149.99925000374998
DYNA AMLODIPINE 10MG,30.0,74.88,74.88,0.2,0.26638252530633993,100.0,149.99925000374998
POTEN-CEE SUGAR COATED (ASCORBIC ACID) 500MG TAB,30.0,150.0,-19.82,0.2,0.13315579227696406,-13.213333333333333,149.99925000374998
VALSAJUB (VALSARTAN) 80MG,30.0,333.12,-110.88,0.2,0.06000240009600385,-33.285302593659935,149.99925000374998
URINORM (FEBUXOSTAT) 20MG TAB,30.0,476.88,-32.55,0.2,0.041921690282552194,-6.825616507297433,149.99925000374998
TAMPLUS (TAMSULOSIN + FINASTERIDE) 200MCG/5MG CAP,30.0,1080.0,-94.77,0.2,0.018515089798185523,-8.774999999999999,149.99925000374998
PLOGREL 75MG TAB,30.0,1080.0,-74.4,0.2,0.018515089798185523,-6.888888888888889,149.99925000374998
THROMZOL (CILOSTAZOL) 100MG TAB,30.0,672.0,672.0,0.2,0.02975304968759298,100.0,149.99925000374998
BIOFOLIC (FOLIC ACID) 5MG CAP,30.0,360.0,135.0,0.2,0.055524708495280406,37.5,149.99925000374998
PROGLINMET (VIDAGLIPTIN + METFORMIN) 50/850MG,30.0,707.04,707.04,0.2,0.02827894349867089,100.0,149.99925000374998
DIAMAXIN (ALPHA LIPOIC ACID) 300MG CAP,30.0,1071.36,-199.14,0.2,0.018664377169733848,-18.587589605734767,149.99925000374998
SORBANCE-10 (ISOSORBIDE DINITRATE) 10MG,30.0,192.96,192.96,0.2,0.10354110581901016,100.0,149.99925000374998
APREVAZ 30MG DR CAP,30.0,312.0,136.2,0.2,0.06406149903907753,43.653846153846146,149.99925000374998
REVITAPLEX (VITAMIN B1 + B6 + B12) TAB,897.0,2512.89,1705.5900000000001,5.99,0.23780410341103986,67.8736434941442,149.74955763780338
NOVASARTAN (LOSARTAN K) 50MG FC TAB,2039.0,4088.0,1956.8799999999999,13.8,0.3364376615144571,47.86888454011741,147.7536124816223
DIOVAN TAB 80MG,59.0,934.56,-126.85,0.4,0.04278257893385814,-13.573232323232324,147.49963125092188
PERGLIM M-2 (GLIMEPERIDE METFORMIN HCl) 2MG/500MG TAB,1617.0,24877.269999999997,-2611.73,11.0,0.0441975275903066,-10.49845903509509,146.99998663636487
FERRICORE (FERROUS SULFATE) 325MG TAB,176.0,296.90999999999997,147.31,1.2000000000000002,0.40253597665291346,49.61436125425214,146.66654444454628
ENOCEE (ASCORBIC ACID) 500MG TAB,160.0,239.84,172.64,1.1,0.4565451979745995,71.98132088058705,145.4544132232607
DANZEDIN (SERRAPEPTASE) 80000 EC TAB,58.0,1534.0,-47.62,0.4,0.026068821689259645,-3.104302477183833,144.99963750090626
PPAR (PIOGLITAZONE HYDROCHLORIDE) 30MG TAB,29.0,371.2,15.95,0.2,0.05385029617662898,4.296875,144.99927500362497
STIMUNO (PHYLLANTHUS NIRURI) 250MG CAP,188.0,2451.19,336.51000000000005,1.3,0.053007351711933576,13.728433944329083,144.61527337286665
FLEXSA (GLUCOSAMINE SULFATE) 1500MG ORAL SOLUTION,231.0,12345.96,-518.1,1.6,0.012958025715202035,-4.196514487330269,144.3749097656814
EURIVIT-M (MULTIVITAMINS + MINERALS) TAB,115.0,382.24,169.51999999999998,0.8,0.20885547201336674,44.34910004185851,143.7498203127246
APROVEL (IRBESARTAN) 150MG TAB,86.0,1823.2,-215.86,0.6000000000000001,0.03289834411667947,-11.839622641509434,143.33309444484257
FELOJEN (FELODIPINE) 5MG TAB,200.0,1400.0,610.0,1.4000000000000001,0.0999000999000999,43.57142857142857,142.8570408163994
CORVELAM 800MG (SEVELAMER CARBONATE) TAB,3055.0,103870.0,10570.3,21.400000000000002,0.0205984325940357,10.176470588235293,142.7570026749064
RM SITAGLIPTIN 50MG TAB,57.0,1404.48,1404.48,0.4,0.02847218267752406,100.0,142.4996437508906
DIABEATS (GLIMEPERIDE) 2MG TAB,311.0,861.6800000000001,488.48,2.2,0.25466499976848633,56.68925819329681,141.3635721074672
AXMEL (AMOXICILLIN TRIHYDRATE) 500MG CAP,381.0,999.18,398.86,2.7,0.26949335249730505,39.91873336135632,141.11105884775597
MEDICOLINE (CITICOLINE) 500MG TAB,1268.0,31243.52,18221.16,9.0,0.028797677755265816,58.3198051948052,140.88887323456964
FELOSTAL (FELODIPINE) 5MG TAB,450.0,3038.4,1530.9,3.2,0.10520778537611786,50.3850710900474,140.62495605470122
CLODIN (CLONIDINE) 150MG TAB,757.0,5692.64,2853.89,5.4,0.09476942948803449,50.13297872340425,140.1851592249705
PHILCLOX (CLOXACILLIN) 500MG CAP,56.0,358.4,201.6,0.4,0.11148272017837237,56.25,139.999650000875
ZEAL-15 (PIOGLITAZONE) 15MG TAB,56.0,302.4,182.39,0.4,0.13210039630118892,60.314153439153436,139.999650000875
RISEK (OMEPRAZOLE) 20MG CAP,28.0,715.01,-86.91,0.2,0.027963814823618236,-12.15507475419924,139.99930000349997
FLUCYSTEINE (ACETYLCYSTEINE) 200MG SACH,14.0,289.8,289.8,0.1,0.03449465332873405,100.0,139.99860001399986
DIACEF (CEFALEXIN) 500MG CAP,14.0,151.2,115.5,0.1,0.06609385327164574,76.3888888888889,139.99860001399986
CANDEZ (CANDESARTAN + CILEXETIL) 8MG TAB,363.0,6748.8,-929.25,2.6,0.038510531149095,-13.769114509246089,139.61533091718042
CARVID (CARVEDILOL) 25MG TAB,223.0,3946.2,-151.76,1.6,0.040528902173362386,-3.845725001267042,139.37491289067944
TROMBOCIL 50MG TAB,110.0,2588.8,-344.9,0.79,0.030506759757336105,-13.322775030902347,139.24033007553155
CENTRUM SILVER ADV TAB 1s,146.0,1512.85,-227.74,1.05,0.0693572891208138,-15.05370658029547,139.04748662144132
ZEBET (GLICLAZIDE) 80MG TAB,415.0,2075.0,1432.0,3.0,0.14436958614051973,69.01204819277108,138.33328722223757
HYPERSTOP (CAPTOPRIL) 25MG TAB,110.0,117.91999999999999,76.12,0.8,0.6738544474393532,64.55223880597016,137.49982812521483
RENALOG (KETOANALOGUE+AMINO ACIDS) FC TAB,466.0,14352.8,605.8,3.4000000000000004,0.023683147350970317,4.220779220779221,137.05878321800492
B-PRIME PLUS (VITAMIN B-COMPLEX+CALCIUM PANTOTHENATE+FOLIC ACID,82.0,1738.4,-63.14,0.6000000000000001,0.03450258769407706,-3.632075471698113,136.66643888926848
AMBICAL PLUS (CALCIUM+CHOLECALCIFEROL) 500MG/200IU TAB,60.0,448.8,279.0,0.44000000000000006,0.0979431929480901,62.16577540106951,136.36332644698533
ADIOSPEC (ISOSORBIDE DINITRATE) 10MG TAB,218.0,371.46999999999997,186.17,1.6,0.42887393786688827,50.11710232320241,136.24991484380323
SKYDUR (ISOSORBIDE MONONITRATE ) 30MG TAB,354.0,3540.0,3540.0,2.6,0.07339242364365156,100.0,136.15379378700237
GOZTAN-50 (LOSARTAN POTASSIUM) 50MG TAB,435.0,696.0,696.0,3.2,0.4576659038901602,100.0,135.93745751954452
GABIX (GABAPENTIN) 100MG CAP,80.0,2434.62,-317.38,0.6000000000000001,0.02463843102471235,-13.036120626627564,133.33311111148146
ROSUSAPH-20 (ROSUVASTATIN) 20MG FC TAB,448.0,5196.8,4040.96,3.4000000000000004,0.06538210068843507,77.75862068965516,131.76466712803906
RELEAF(SAMBONG)FORTE 500MG,104.0,878.97,134.59,0.8,0.09093285745137934,15.312240463269507,129.9998375002031
SALBUSAPH (SALBUTAMOL SULFATE) 2.5MG /2.5 ML,39.0,498.0,279.6,0.30000000000000004,0.06020469596628538,56.144578313253014,129.9995666681111
IRBEQ 150 (IRBESARTAN) 150MG TAB,740.0,6514.2,3747.8199999999997,5.7,0.08742465375235817,57.53308157563476,129.8245386272739
PRENAREX PLUS (MULTIVITIMINS+FOLIC ACID+IRON) CAP,650.0,6549.09,-252.20999999999998,5.050000000000001,0.07705053599709498,-3.851069385212296,128.71284579943645
OSTEOFREE (CALCIUM CARBONATE ) 500MG TAB,520.0,1447.6,1135.6,4.04,0.27830591606734456,78.44708483006355,128.71283942751498
AMECIRON (FERROUS + FOLIC) TAB,180.0,367.2,232.2,1.4000000000000001,0.3798155181768856,63.23529411764706,128.57133673475948
ROZATIN-10 (ROSUVASTATIN) 10MG FC TAB,613.0,4461.63,2653.28,4.800000000000001,0.10746838078734024,59.46884882879127,127.70830672743608
PRESARTAN-100 (LOSARTAN POTASSIUM) 100MG FC TAB,204.0,656.0600000000001,350.06,1.6,0.24328680473192835,53.3579245800689,127.4999203125498
GLUBITOR OD (GLICLAZIDE) 30MG TAB,127.0,1036.88,-127.71,1.0,0.09635025243766138,-12.31675796620631,126.99987300012701
RM COLCHICINE 500MG,753.0,2252.89,-217.93,5.94,0.2629679967062595,-9.673352893394707,126.76765542632063
PLETAXOL (CILOSTAZOL) 50MG TAB,76.0,723.68,-11.240000000000002,0.6000000000000001,0.08284089026343404,-1.5531726730046433,126.66645555590738
HANIZYN (MULTIVITAMINS + IRON) CAPSULE,777.0,2342.62,1371.37,6.140000000000001,0.2614145336262539,58.5400107571864,126.5472106600634
NUROPAT (ALPHA LIPOIC ACID + BENFOTIAMINE + PYRIDOXINE HCL + INOSITOL + LUTEIN + FOLIC ACID + ZEAXANTHIN + METHYLCOBALAMIN) TAB,265.0,9813.21,-389.29,2.1,0.021395146969377433,-3.9669995852529403,126.19041609980184
ATORMED -20 (ATORVASTATIN) 20MG TAB,403.0,2901.6,2901.6,3.2,0.1101624896722666,100.0,125.93746064454353
ASCORSAPH ZEE(ASCORBIC ACID+ZN)500MG/10MG CAP,527.0,822.0,377.81,4.2,0.5083514887436456,45.962287104622874,125.47616060091413
GLUMET TAB XR 500MG,75.0,765.0,-86.25,0.6000000000000001,0.07836990595611286,-11.27450980392157,124.99979166701387
MEDIFORTAN CAP,50.0,562.0,-90.5,0.4,0.07112375533428165,-16.10320284697509,124.99968750078125
ZINOF 200 (FENOFIBRATE) 200MG CAP,50.0,900.0,42.5,0.4,0.044424700133274105,4.722222222222222,124.99968750078125
BEWELL-C (ASCORBIC ACID) 500MG CAP,50.0,230.0,-3.75,0.4,0.17361111111111113,-1.6304347826086956,124.99968750078125
ROWACHOL CAP,50.0,2060.0,-277.0,0.4,0.01941370607649,-13.446601941747574,124.99968750078125
EUTHYROX (LEVOTHYROXINE) 150MCG TAB,25.0,545.0,-22.0,0.2,0.03668378576669112,-4.036697247706423,124.99937500312498
