date,sales,qty,profit,day_of_week,day_of_month,anomaly,anomaly_score
2022-12-05,17865.84,753.0,4802.67,0,5,1,-0.4193571371194126
2022-12-06,15589.0,654.0,2632.07,1,6,1,-0.40243822995279965
2022-12-07,11518.49,456.0,1910.6200000000001,2,7,1,-0.4176303318850603
2022-12-08,11164.89,648.0,2485.83,3,8,1,-0.40249250062228387
2022-12-09,13556.4,568.0,2633.65,4,9,1,-0.3949138114438859
2022-12-10,7924.1,351.0,1500.29,5,10,1,-0.42880935452016866
2022-12-12,28111.74,1171.0,5958.55,0,12,1,-0.48061306355517974
2022-12-13,11738.49,461.0,2446.41,1,13,1,-0.42051033802502896
2022-12-14,12471.13,614.0,2297.53,2,14,1,-0.39431683860463795
2022-12-15,9169.11,609.0,2297.2599999999998,3,15,1,-0.403130914410251
2022-12-16,9764.43,345.0,2282.83,4,16,1,-0.4330602387003213
2022-12-17,9828.31,442.0,2124.19,5,17,1,-0.42518685708138565
2022-12-18,4786.87,118.0,975.18,6,18,1,-0.478668886025267
2022-12-19,26574.44,1032.0,6422.64,0,19,1,-0.4495635912966809
2022-12-20,16943.6,500.0,3764.58,1,20,1,-0.40769053358668944
2022-12-21,16282.41,1005.0,2765.81,2,21,1,-0.41533372179082656
2022-12-22,16736.19,765.0,3243.2,3,22,1,-0.3837982039190678
2022-12-23,24028.15,565.0,4627.85,4,23,1,-0.40398060251711654
2022-12-24,2863.17,96.0,340.58,5,24,-1,-0.521587013235552
2022-12-27,13878.48,606.0,3615.57,1,27,1,-0.40827386660678416
2022-12-28,21856.51,1171.0,2923.28,2,28,1,-0.44716211419805196
2022-12-29,26743.46,1136.0,4996.88,3,29,1,-0.4384655404373304
2022-12-30,12686.89,405.0,1779.85,4,30,1,-0.4221149330863636
2022-12-31,2653.55,271.0,665.5,5,31,1,-0.4865586600695438
2023-01-02,11371.039999999999,335.0,2788.11,0,2,1,-0.47914157153431847
2023-01-03,18445.78,940.0,4266.16,1,3,1,-0.4143583420216969
2023-01-04,13372.9,591.0,2884.21,2,4,1,-0.3914129669910398
2023-01-05,8360.1,472.0,1528.52,3,5,1,-0.4287213705604449
2023-01-06,15049.289999999999,820.0,3530.96,4,6,1,-0.40551305483799155
2023-01-07,9526.78,663.0,2006.96,5,7,1,-0.436950371381503
2023-01-08,3573.25,149.0,587.63,6,8,1,-0.48535170830048086
2023-01-09,18033.739999999998,1094.0,3724.03,0,9,1,-0.46422037476589856
2023-01-10,25928.96,643.0,4085.99,1,10,1,-0.4008215123647909
2023-01-11,14660.16,845.0,3753.14,2,11,1,-0.40611876604206376
2023-01-12,12879.63,486.0,2557.48,3,12,1,-0.39563426040024835
2023-01-13,23354.83,525.0,3549.77,4,13,1,-0.41483659620731683
2023-01-14,22687.58,500.0,5624.15,5,14,1,-0.43336260747671124
2023-01-15,12398.52,168.0,3259.57,6,15,1,-0.49814465439025657
2023-01-16,16401.84,667.0,3535.77,0,16,1,-0.4214988274099428
2023-01-17,10007.94,550.0,2532.0,1,17,1,-0.4274037617210852
2023-01-18,17294.98,801.0,2490.09,2,18,1,-0.39160437502012835
2023-01-19,16598.6,547.0,2306.86,3,19,1,-0.3863409332122164
2023-01-20,18288.48,512.0,3788.5,4,20,1,-0.39576861690930454
2023-01-21,18087.78,1038.0,3529.57,5,21,1,-0.4483927421048148
2023-01-22,6839.7,177.0,1924.03,6,22,1,-0.4601050588102791
2023-01-23,16669.92,758.0,4698.4,0,23,1,-0.41906176434887704
2023-01-24,24417.91,876.0,4551.53,1,24,1,-0.4066014420878717
2023-01-25,19499.809999999998,509.0,4532.32,2,25,1,-0.39382214990887976
2023-01-26,7411.16,313.0,1329.21,3,26,1,-0.4466078513103109
2023-01-27,14895.28,601.0,2294.21,4,27,1,-0.39843288930208254
2023-01-28,31301.469999999998,628.0,9029.47,5,28,1,-0.5044979739431398
2023-01-29,7894.46,268.0,1208.03,6,29,1,-0.4405612615342871
2023-01-30,27556.15,816.0,4517.91,0,30,1,-0.41712225011417825
2023-01-31,22471.44,1132.0,3612.82,1,31,1,-0.44559776225153463
2023-02-01,22836.63,1259.0,3189.69,2,1,1,-0.47262597318877403
2023-02-02,15987.17,714.0,2909.53,3,2,1,-0.3836195455754086
2023-02-03,11325.31,601.0,1422.56,4,3,1,-0.4154298276518698
2023-02-04,23037.3,495.0,4691.7,5,4,1,-0.4298103319605079
2023-02-05,5766.99,124.0,1916.7,6,5,1,-0.4835864795015677
2023-02-06,15246.89,789.0,3181.39,0,6,1,-0.4282929720412393
2023-02-07,23548.04,640.0,5695.1,1,7,1,-0.40374746979835036
2023-02-08,11897.7,373.0,3705.42,2,8,1,-0.43348030563851564
2023-02-09,16881.88,1063.0,3732.7599999999998,3,9,1,-0.417747366006966
2023-02-10,12661.63,603.0,2634.04,4,10,1,-0.3991616983863737
2023-02-11,12041.97,361.0,3205.18,5,11,1,-0.42978359525255383
2023-02-12,5435.75,207.0,755.24,6,12,1,-0.45244672224613014
2023-02-13,33418.95,847.0,8725.4,0,13,1,-0.4713432297078424
2023-02-14,77845.62,851.0,24822.57,1,14,-1,-0.6745594706115428
2023-02-15,11748.51,764.0,2365.5,2,15,1,-0.40759098472039684
2023-02-16,18231.9,851.0,3463.73,3,16,1,-0.39741634410097476
2023-02-17,16944.68,740.0,3718.74,4,17,1,-0.38908927789731407
2023-02-18,10984.11,501.0,2136.3,5,18,1,-0.40952937566242337
2023-02-19,6198.21,390.0,327.73,6,19,1,-0.47451988028887065
2023-02-20,8490.78,436.0,2019.58,0,20,1,-0.4938443816131187
2023-02-21,24513.059999999998,725.0,5207.32,1,21,1,-0.39709489110396584
2023-02-22,27835.37,556.0,5050.46,2,22,1,-0.4147599302274847
2023-02-23,9352.52,413.0,2439.9700000000003,3,23,1,-0.4155373753745929
2023-02-24,14662.99,789.0,2049.76,4,24,1,-0.4096286525864194
2023-02-25,12591.43,639.0,2965.0099999999998,5,25,1,-0.4190268097281854
2023-02-26,4168.91,290.0,766.44,6,26,1,-0.46227202628425274
2023-02-27,43102.04,349.0,14623.5,0,27,-1,-0.6248477689085495
2023-02-28,19984.78,730.0,4982.14,1,28,1,-0.3930519181975519
2023-03-01,19908.84,653.0,3631.06,2,1,1,-0.3864155766498693
2023-03-02,22260.71,672.0,4735.59,3,2,1,-0.38351155821604416
2023-03-03,22502.47,887.0,5298.36,4,3,1,-0.4113538458946652
2023-03-04,9705.83,564.0,2345.69,5,4,1,-0.4217990858737031
2023-03-05,7421.78,321.0,855.7,6,5,1,-0.4421878386641908
2023-03-06,15791.41,462.0,3945.21,0,6,1,-0.43460249130085027
2023-03-07,17732.71,576.0,2255.88,1,7,1,-0.40043435408811695
2023-03-08,13750.78,502.0,3541.32,2,8,1,-0.39850260349445943
2023-03-09,9209.42,740.0,2530.68,3,9,1,-0.4261050148568996
2023-03-10,23649.86,787.0,6602.41,4,10,1,-0.4100833860255926
2023-03-11,15235.82,395.0,4189.2699999999995,5,11,1,-0.434011617252209
2023-03-12,4031.54,163.0,1339.2,6,12,1,-0.4687624498762363
2023-03-13,16908.39,523.0,2483.02,0,13,1,-0.4338520546032981
2023-03-14,15456.98,770.0,3193.38,1,14,1,-0.4039602918812173
2023-03-15,19332.95,762.0,3899.82,2,15,1,-0.3844271654936463
2023-03-16,20364.68,838.0,3276.39,3,16,1,-0.39040519749118036
2023-03-17,8362.0,349.0,1875.44,4,17,1,-0.4389271061049559
2023-03-18,18398.12,644.0,4382.64,5,18,1,-0.4065015629428229
2023-03-19,3856.13,194.0,571.89,6,19,1,-0.46955052873590597
2023-03-20,16434.17,483.0,4290.91,0,20,1,-0.4382578516097537
2023-03-21,41417.79,663.0,10426.94,1,21,-1,-0.5165623398268854
2023-03-22,28179.62,926.0,5003.58,2,22,1,-0.40779007509018667
2023-03-23,14381.460000000001,501.0,2417.19,3,23,1,-0.39168157821068034
2023-03-24,18740.17,517.0,4059.36,4,24,1,-0.397114294147177
2023-03-25,24780.2,796.0,4491.65,5,25,1,-0.4252786064560376
2023-03-26,4212.46,84.0,663.55,6,26,1,-0.5066232531154393
2023-03-27,15825.57,1296.0,4734.08,0,27,-1,-0.523400886915278
2023-03-28,13669.27,747.0,2303.71,1,28,1,-0.4115101376823822
2023-03-29,20434.91,662.0,4089.11,2,29,1,-0.38994060081371423
2023-03-30,8510.52,472.0,1976.56,3,30,1,-0.42114311633521884
2023-03-31,11836.28,458.0,2422.32,4,31,1,-0.40693739378319366
2023-04-01,12750.92,345.0,2563.71,5,1,1,-0.42708835538656875
2023-04-02,6994.15,219.0,1354.3600000000001,6,2,1,-0.4405919124362352
2023-04-03,25085.85,1080.0,2820.98,0,3,1,-0.4741847044522386
2023-04-04,13987.23,530.0,2021.29,1,4,1,-0.41450860849721266
2023-04-05,12417.31,825.0,2924.86,2,5,1,-0.41182385147814254
2023-04-10,21202.6,483.0,4636.97,0,10,1,-0.4357640661408844
2023-04-11,28694.15,1302.0,6862.01,1,11,1,-0.5024135388863029
2023-04-12,20748.67,795.0,3814.87,2,12,1,-0.3893331702840754
2023-04-13,16613.65,625.0,4444.58,3,13,1,-0.38037586277978663
2023-04-14,12109.37,586.0,2419.5,4,14,1,-0.39927482478500226
2023-04-15,13496.29,606.0,1623.86,5,15,1,-0.4202227540831671
2023-04-16,6305.900000000001,211.0,1164.07,6,16,1,-0.4350865573992031
2023-04-17,33969.67,757.0,7332.45,0,17,1,-0.4572703255043804
2023-04-18,20103.64,622.0,5433.97,1,18,1,-0.40395337028695744
2023-04-19,8091.03,298.0,954.3199999999999,2,19,1,-0.4651054750614799
2023-04-20,22930.11,763.0,3954.91,3,20,1,-0.38620055559401745
2023-04-21,18210.14,588.0,4185.93,4,21,1,-0.39295558111736056
2023-04-22,5622.52,322.0,1163.66,5,22,1,-0.44218785930692966
2023-04-23,5796.89,356.0,2090.3399999999997,6,23,1,-0.44887727451108156
2023-04-24,14457.7,546.0,3443.71,0,24,1,-0.4278204800257854
2023-04-25,15115.56,655.0,2957.9700000000003,1,25,1,-0.40361289541593287
2023-04-26,17453.05,624.0,3664.86,2,26,1,-0.3809567767228496
2023-04-27,12426.56,495.0,2192.14,3,27,1,-0.39617413579523764
2023-04-28,17178.57,960.0,3111.51,4,28,1,-0.4217723741823943
2023-04-29,12678.25,570.0,2211.93,5,29,1,-0.4076919018030864
2023-04-30,566.9,42.0,162.38,6,30,-1,-0.5691643788212017
2023-05-01,23658.65,413.0,5718.490000000001,0,1,1,-0.4707124532687626
2023-05-02,13992.14,775.0,2512.65,1,2,1,-0.4125791080379346
2023-05-03,32325.82,1154.0,1778.7800000000002,2,3,1,-0.4758466338405946
2023-05-04,15653.68,638.0,2452.7000000000003,3,4,1,-0.38657079872786104
2023-05-05,11755.8,528.0,2798.86,4,5,1,-0.4016052618183865
2023-05-06,12841.67,559.0,2772.6,5,6,1,-0.40786346451354066
2023-05-07,5179.58,97.0,1418.18,6,7,1,-0.4863034601948507
2023-05-08,38204.29,913.0,8583.300000000001,0,8,1,-0.48116273324131736
2023-05-09,22798.65,618.0,5275.33,1,9,1,-0.4036095933184339
2023-05-10,10440.82,438.0,1192.31,2,10,1,-0.4314341986510329
2023-05-11,10920.14,495.0,2195.15,3,11,1,-0.4009175736450985
2023-05-12,17338.13,740.0,2861.59,4,12,1,-0.39401930116385997
2023-05-13,10041.93,339.0,2235.52,5,13,1,-0.43316396619562475
2023-05-14,2201.28,123.0,242.85,6,14,-1,-0.5277537343042958
2023-05-15,16831.9,932.0,2141.68,0,15,1,-0.4535652117929781
2023-05-16,13104.22,632.0,2723.45,1,16,1,-0.40897194285050226
2023-05-17,24308.95,776.0,6933.400000000001,2,17,1,-0.4099445017652641
2023-05-18,12413.96,837.0,4407.28,3,18,1,-0.42742000372001676
2023-05-19,14788.59,683.0,-60298.170000000006,4,19,-1,-0.6723388342663384
2023-05-20,9723.56,458.0,645.16,5,20,1,-0.4394209803411967
2023-05-21,4210.59,130.0,329.37,6,21,1,-0.49916688791404057
2023-05-22,26978.37,995.0,-6009.62,0,22,-1,-0.547735701411462
2023-05-23,19186.73,592.0,3017.3599999999997,1,23,1,-0.39650520635257935
2023-05-24,13803.35,838.0,-5990.37,2,24,-1,-0.5185511373669858
2023-05-25,14993.76,469.0,-77.27000000000002,3,25,1,-0.44161745070576347
2023-05-26,9086.66,353.0,1817.44,4,26,1,-0.4324092178170557
2023-05-27,22860.78,985.0,1648.4599999999998,5,27,1,-0.4737573087003401
